"","line","root","cell_type","value"
"139","ABRE_ABI1",1,"endodermis",-0.564224192981019
"140","ABRE_ABI1",1,"endodermis",-0.513563283731183
"141","ABRE_ABI1",1,"endodermis",-0.5755483962251
"142","ABRE_ABI1",1,"endodermis",-0.5064111553665
"143","ABRE_ABI1",1,"endodermis",-0.581508503195669
"144","ABRE_ABI1",1,"endodermis",-0.532039615339947
"145","ABRE_ABI1",1,"endodermis",-0.568396267860418
"146","ABRE_ABI1",1,"endodermis",-0.542171797189914
"147","ABRE_ABI1",1,"endodermis",-0.560052118101621
"148","ABRE_ABI1",1,"endodermis",-0.564820203678076
"149","ABRE_ABI1",1,"endodermis",-0.557072064616337
"150","ABRE_ABI1",1,"endodermis",-0.53144360464289
"151","ABRE_ABI1",1,"endodermis",-0.536211690219345
"152","ABRE_ABI1",1,"endodermis",-0.554092011131052
"153","ABRE_ABI1",1,"endodermis",-0.554092011131052
"154","ABRE_ABI1",1,"endodermis",-0.579720471104499
"155","ABRE_ABI1",1,"endodermis",-0.578528449710385
"156","ABRE_ABI1",1,"endodermis",-0.564820203678076
"157","ABRE_ABI1",1,"endodermis",-0.542171797189914
"158","ABRE_ABI1",1,"endodermis",-0.570780310648645
"159","ABRE_ABI1",1,"endodermis",-0.574356374830987
"160","ABRE_ABI1",1,"endodermis",-0.585084567378011
"161","ABRE_ABI1",1,"endodermis",-0.572568342739816
"162","ABRE_ABI1",1,"endodermis",-0.578528449710385
"163","ABRE_ABI1",1,"endodermis",-0.592832706439751
"164","ABRE_ABI1",1,"endodermis",-0.589256642257409
"165","ABRE_ABI1",1,"endodermis",-0.579124460407442
"166","ABRE_ABI1",1,"endodermis",-0.589852652954466
"167","ABRE_ABI1",1,"endodermis",-0.593428717136807
"168","ABRE_ABI1",1,"endodermis",-0.582700524589783
"169","ABRE_ABI1",1,"endodermis",-0.558860096707507
"170","ABRE_ABI1",1,"endodermis",-0.597600792016206
"171","ABRE_ABI1",1,"endodermis",-0.587468610166238
"172","ABRE_ABI1",1,"endodermis",-0.557072064616337
"173","ABRE_ABI1",1,"endodermis",-0.554688021828109
"174","ABRE_ABI1",1,"endodermis",-0.549323925554597
"175","ABRE_ABI1",1,"endodermis",-0.592832706439751
"176","ABRE_ABI1",1,"endodermis",-0.552303979039881
"177","ABRE_ABI1",1,"endodermis",-0.607732973866173
"178","ABRE_ABI1",1,"endodermis",-0.587468610166238
"179","ABRE_ABI1",1,"endodermis",-0.598196802713262
"180","ABRE_ABI1",1,"endodermis",-0.603560898986775
"181","ABRE_ABI1",1,"endodermis",-0.587468610166238
"182","ABRE_ABI1",1,"endodermis",-0.568992278557474
"183","ABRE_ABI1",1,"endodermis",-0.548131904160483
"184","ABRE_ABI1",1,"endodermis",-0.589256642257409
"185","ABRE_ABI1",1,"endodermis",-0.607732973866173
"186","ABRE_ABI1",1,"endodermis",-0.56601222507219
"187","ABRE_ABI1",1,"endodermis",-0.626805316171994
"188","ABRE_ABI1",1,"endodermis",-0.604156909683832
"189","ABRE_ABI1",1,"endodermis",-0.605348931077945
"190","ABRE_ABI1",1,"endodermis",-0.611309038048514
"191","ABRE_ABI1",1,"epidermis",1.1695709247575
"192","ABRE_ABI1",1,"epidermis",1.26731667907483
"193","ABRE_ABI1",1,"epidermis",0.606936826735787
"194","ABRE_ABI1",1,"epidermis",0.745211308452988
"195","ABRE_ABI1",1,"epidermis",0.51991926496548
"196","ABRE_ABI1",1,"epidermis",0.541971660756585
"197","ABRE_ABI1",1,"epidermis",0.475814473383269
"198","ABRE_ABI1",1,"epidermis",0.520515275662537
"199","ABRE_ABI1",1,"epidermis",0.253502483381046
"200","ABRE_ABI1",1,"epidermis",0.121784119331471
"201","ABRE_ABI1",1,"epidermis",0.196285456463584
"202","ABRE_ABI1",1,"epidermis",0.093771616569797
"203","ABRE_ABI1",1,"epidermis",0.205821627616494
"204","ABRE_ABI1",1,"epidermis",0.274958868475094
"205","ABRE_ABI1",1,"epidermis",-0.0421188223591759
"206","ABRE_ABI1",1,"epidermis",0.131916301181439
"207","ABRE_ABI1",1,"epidermis",-0.0623831860591104
"208","ABRE_ABI1",1,"epidermis",-0.109468031126605
"209","ABRE_ABI1",1,"epidermis",-0.132116437614768
"210","ABRE_ABI1",1,"epidermis",-0.171453143620523
"211","ABRE_ABI1",1,"epidermis",-0.193505539411628
"212","ABRE_ABI1",1,"epidermis",-0.207809796140994
"213","ABRE_ABI1",1,"epidermis",-0.120792234370687
"214","ABRE_ABI1",1,"epidermis",-0.250126555632034
"215","ABRE_ABI1",1,"epidermis",-0.105295956247207
"216","ABRE_ABI1",1,"epidermis",-0.216749956596847
"217","ABRE_ABI1",1,"epidermis",-0.0647672288473381
"218","ABRE_ABI1",1,"epidermis",-0.18158532547049
"219","ABRE_ABI1",1,"epidermis",-0.123176277158914
"220","ABRE_ABI1",1,"epidermis",-0.297807411396586
"221","ABRE_ABI1",1,"epidermis",-0.194697560805742
"222","ABRE_ABI1",1,"epidermis",-0.31032363603478
"223","ABRE_ABI1",1,"epidermis",-0.218537988688018
"224","ABRE_ABI1",1,"epidermis",-0.142844630161792
"225","ABRE_ABI1",1,"epidermis",-0.243570437964408
"226","ABRE_ABI1",1,"epidermis",-0.172645165014637
"227","ABRE_ABI1",1,"epidermis",-0.223306074264473
"228","ABRE_ABI1",1,"epidermis",-0.21436591380862
"229","ABRE_ABI1",1,"epidermis",-0.204829742655709
"230","ABRE_ABI1",1,"epidermis",-0.270390919331968
"231","ABRE_ABI1",1,"epidermis",-0.29125129372896
"232","ABRE_ABI1",1,"epidermis",-0.237014320296782
"233","ABRE_ABI1",1,"epidermis",-0.232246234720327
"234","ABRE_ABI1",1,"epidermis",-0.306151561155382
"235","ABRE_ABI1",1,"epidermis",-0.204829742655709
"236","ABRE_ABI1",1,"epidermis",-0.347872309949365
"237","ABRE_ABI1",1,"epidermis",-0.249530544934977
"238","ABRE_ABI1",1,"epidermis",-0.396745187108031
"239","ABRE_ABI1",1,"epidermis",-0.268602887240798
"240","ABRE_ABI1",1,"epidermis",-0.238802352387953
"241","ABRE_ABI1",1,"epidermis",-0.406281358260941
"242","ABRE_ABI1",1,"epidermis",-0.203041710564539
"243","ABRE_ABI1",1,"epidermis",-0.440253967993184
"244","ABRE_ABI1",1,"epidermis",-0.157744897588214
"245","ABRE_ABI1",1,"epidermis",-0.265622833755513
"246","ABRE_ABI1",1,"epidermis",-0.444426042872583
"247","ABRE_ABI1",1,"epidermis",-0.32581991415826
"248","ABRE_ABI1",1,"epidermis",-0.442638010781412
"249","ABRE_ABI1",1,"epidermis",-0.474822588422484
"250","ABRE_ABI1",1,"epidermis",-0.441445989387298
"251","ABRE_ABI1",1,"epidermis",-0.545151850675199
"252","ABRE_ABI1",1,"epidermis",-0.449790139146095
"253","ABRE_ABI1",1,"epidermis",-0.407473379655055
"254","ABRE_ABI1",1,"epidermis",-0.53144360464289
"255","ABRE_ABI1",1,"lateralrootcap",6.03361422343885
"256","ABRE_ABI1",1,"lateralrootcap",2.38602875745063
"257","ABRE_ABI1",1,"lateralrootcap",4.68901409087849
"258","ABRE_ABI1",1,"lateralrootcap",2.77283969984056
"259","ABRE_ABI1",1,"lateralrootcap",3.2562043751537
"260","ABRE_ABI1",1,"lateralrootcap",2.02127021085181
"261","ABRE_ABI1",1,"lateralrootcap",2.4998668005885
"262","ABRE_ABI1",1,"lateralrootcap",1.67081592098235
"263","ABRE_ABI1",1,"lateralrootcap",0.459722184562733
"264","ABRE_ABI1",1,"lateralrootcap",1.415723342642
"265","ABRE_ABI1",1,"lateralrootcap",3.55361371298509
"266","ABRE_ABI1",1,"lateralrootcap",2.73052294034952
"267","ABRE_ABI1",1,"lateralrootcap",3.21925171193617
"268","ABRE_ABI1",1,"lateralrootcap",0.618261029979868
"269","ABRE_ABI1",1,"lateralrootcap",1.6618757605265
"270","ABRE_ABI1",1,"lateralrootcap",3.24666820400079
"271","ABRE_ABI1",1,"lateralrootcap",0.481774580353838
"272","ABRE_ABI1",1,"lateralrootcap",0.966331277061097
"273","ABRE_ABI1",1,"lateralrootcap",1.05454086022552
"274","ABRE_ABI1",1,"lateralrootcap",1.53790553553866
"275","ABRE_ABI1",1,"lateralrootcap",0.378068719065938
"276","ABRE_ABI1",1,"lateralrootcap",0.699914495476663
"277","ABRE_ABI1",1,"lateralrootcap",0.265422697322184
"278","ABRE_ABI1",1,"lateralrootcap",1.43181563146254
"279","ABRE_ABI1",1,"lateralrootcap",1.42764355658314
"280","ABRE_ABI1",1,"lateralrootcap",0.920438453387716
"281","ABRE_ABI1",1,"lateralrootcap",1.27685285022774
"282","ABRE_ABI1",1,"lateralrootcap",1.47532441234769
"283","ABRE_ABI1",1,"lateralrootcap",0.626605179738665
"284","ABRE_ABI1",1,"lateralrootcap",0.457934152471562
"285","ABRE_ABI1",1,"lateralrootcap",0.609320869524015
"286","ABRE_ABI1",1,"lateralrootcap",1.90981621050217
"287","ABRE_ABI1",1,"lateralrootcap",0.788124078641084
"288","ABRE_ABI1",1,"lateralrootcap",1.49141670116823
"289","ABRE_ABI1",1,"lateralrootcap",0.929974624540626
"290","ABRE_ABI1",1,"lateralrootcap",1.63207522567365
"291","ABRE_ABI1",1,"lateralrootcap",0.733887105208906
"292","ABRE_ABI1",1,"lateralrootcap",0.55448788539478
"293","ABRE_ABI1",1,"lateralrootcap",0.416213403677579
"294","ABRE_ABI1",1,"lateralrootcap",0.832824880920352
"295","ABRE_ABI1",1,"lateralrootcap",0.478794526868554
"296","ABRE_ABI1",1,"lateralrootcap",1.68512017771172
"297","ABRE_ABI1",1,"lateralrootcap",0.297011264266199
"298","ABRE_ABI1",1,"lateralrootcap",0.594420602097592
"299","ABRE_ABI1",1,"lateralrootcap",0.365552494427743
"300","ABRE_ABI1",1,"lateralrootcap",0.382836804642393
"301","ABRE_ABI1",1,"lateralrootcap",0.711834709417801
"302","ABRE_ABI1",1,"lateralrootcap",0.459722184562733
"303","ABRE_ABI1",1,"lateralrootcap",0.67369002480616
"304","ABRE_ABI1",1,"lateralrootcap",0.544951714241869
"305","ABRE_ABI1",1,"lateralrootcap",0.528859425421333
"306","ABRE_ABI1",1,"lateralrootcap",0.30654743541911
"307","ABRE_ABI1",1,"lateralrootcap",0.277938921960379
"308","ABRE_ABI1",1,"lateralrootcap",-0.0272185549327534
"309","ABRE_ABI1",1,"lateralrootcap",0.312507542389679
"310","ABRE_ABI1",1,"lateralrootcap",-0.0605951539679398
"311","ABRE_ABI1",1,"lateralrootcap",0.198073488554754
"312","ABRE_ABI1",1,"lateralrootcap",0.029402461287652
"313","ABRE_ABI1",1,"lateralrootcap",-0.22390208496153
"314","ABRE_ABI1",1,"lateralrootcap",0.154564707669601
"315","ABRE_ABI1",1,"lateralrootcap",-0.0558270683914846
"316","ABRE_ABI1",1,"lateralrootcap",-0.120792234370687
"317","ABRE_ABI1",1,"lateralrootcap",-0.0379467474797777
"318","ABRE_ABI1",1,"lateralrootcap",-0.188141443138116
"319","ABRE_ABI1",1,"lateralrootcap",-0.198273624988083
"320","ABRE_ABI1",1,"lateralrootcap",-0.179201282682263
"321","ABRE_ABI1",1,"lateralrootcap",-0.130328405523597
"322","ABRE_ABI1",1,"lateralrootcap",-0.256086662602603
"323","ABRE_ABI1",1,"lateralrootcap",-0.146420694344133
"324","ABRE_ABI1",1,"lateralrootcap",-0.211385860323335
"325","ABRE_ABI1",1,"lateralrootcap",-0.207213785443937
"326","ABRE_ABI1",1,"lateralrootcap",-0.218537988688018
"327","ABRE_ABI1",1,"lateralrootcap",-0.183373357561661
"328","ABRE_ABI1",1,"lateralrootcap",-0.22390208496153
"329","ABRE_ABI1",1,"lateralrootcap",-0.217345967293904
"330","ABRE_ABI1",1,"lateralrootcap",-0.0731113786061347
"331","ABRE_ABI1",1,"lateralrootcap",-0.214961924505677
"332","ABRE_ABI1",1,"lateralrootcap",-0.303171507670098
"333","ABRE_ABI1",1,"lateralrootcap",-0.227478149143871
"334","ABRE_ABI1",1,"lateralrootcap",-0.0820515390619881
"335","ABRE_ABI1",1,"lateralrootcap",-0.211385860323335
"336","ABRE_ABI1",1,"lateralrootcap",-0.0313906298121517
"337","ABRE_ABI1",1,"lateralrootcap",-0.417009550807965
"338","ABRE_ABI1",1,"lateralrootcap",-0.481974716787167
"339","ABRE_ABI1",1,"QC",4.01969407808359
"340","ABRE_ABI1",1,"QC",4.27657468851511
"341","ABRE_ABI1",1,"QC",2.37828061838889
"342","ABRE_ABI1",1,"stele",2.69416628782905
"343","ABRE_ABI1",1,"stele",2.18159708836011
"344","ABRE_ABI1",1,"stele",1.94200078814324
"345","ABRE_ABI1",1,"stele",1.1916233205486
"346","ABRE_ABI1",1,"stele",1.7268409265057
"347","ABRE_ABI1",1,"stele",1.16003475360459
"348","ABRE_ABI1",1,"stele",0.42753760692166
"349","ABRE_ABI1",1,"stele",0.660577789470908
"350","ABRE_ABI1",1,"stele",1.31380551344527
"351","ABRE_ABI1",1,"stele",0.453166066895107
"352","ABRE_ABI1",1,"stele",0.592036559309365
"353","ABRE_ABI1",1,"stele",0.679054121079672
"354","ABRE_ABI1",1,"stele",0.394161007886474
"355","ABRE_ABI1",1,"stele",0.201649552737096
"356","ABRE_ABI1",1,"stele",-0.0963557957913537
"357","ABRE_ABI1",1,"stele",0.357804355366003
"358","ABRE_ABI1",1,"stele",0.064567092414009
"359","ABRE_ABI1",1,"stele",0.26423067592807
"360","ABRE_ABI1",1,"stele",0.119400076543244
"361","ABRE_ABI1",1,"stele",-0.0039741377475344
"362","ABRE_ABI1",1,"stele",-0.0850315925472726
"363","ABRE_ABI1",1,"stele",-0.0087422233239896
"364","ABRE_ABI1",1,"stele",-0.00337812705047752
"365","ABRE_ABI1",1,"stele",-0.224498095658587
"366","ABRE_ABI1",1,"stele",0.165292900216625
"367","ABRE_ABI1",1,"stele",-0.222710063567416
"368","ABRE_ABI1",1,"stele",-0.253106609117318
"369","ABRE_ABI1",1,"stele",-0.257278683996716
"370","ABRE_ABI1",1,"stele",-0.0820515390619881
"371","ABRE_ABI1",1,"stele",-0.178009261288149
"372","ABRE_ABI1",1,"stele",0.144432525819633
"373","ABRE_ABI1",1,"stele",-0.284099165364277
"374","ABRE_ABI1",1,"stele",-0.296019379305415
"375","ABRE_ABI1",1,"stele",-0.323435871370032
"376","ABRE_ABI1",1,"stele",-0.19886963568514
"377","ABRE_ABI1",1,"stele",-0.284099165364277
"378","ABRE_ABI1",1,"stele",-0.202445699867482
"379","ABRE_ABI1",1,"stele",-0.315091721611236
"380","ABRE_ABI1",1,"stele",-0.380652898287494
"381","ABRE_ABI1",1,"stele",-0.232842245417384
"382","ABRE_ABI1",1,"stele",-0.31807177509652
"383","ABRE_ABI1",1,"stele",0.0156942152553433
"384","ABRE_ABI1",1,"stele",-0.362772577375787
"385","ABRE_ABI1",1,"stele",-0.209597828232164
"386","ABRE_ABI1",1,"stele",-0.324627892764146
"387","ABRE_ABI1",1,"stele",-0.358004491799332
"388","ABRE_ABI1",1,"stele",-0.3681366736493
"389","ABRE_ABI1",1,"stele",-0.151188779920588
"390","ABRE_ABI1",1,"stele",-0.366944652255186
"391","ABRE_ABI1",1,"stele",-0.270390919331968
"392","ABRE_ABI1",1,"stele",-0.41224146523151
"393","ABRE_ABI1",1,"stele",-0.427737743354989
"394","ABRE_ABI1",1,"stele",-0.139864576676507
"395","ABRE_ABI1",1,"stele",-0.296615390002472
"396","ABRE_ABI1",1,"stele",-0.364560609466958
"397","ABRE_ABI1",1,"stele",-0.179201282682263
"398","ABRE_ABI1",1,"stele",-0.399725240593315
"399","ABRE_ABI1",1,"stele",-0.469458492148972
"400","ABRE_ABI1",1,"stele",-0.312111668125951
"401","ABRE_ABI1",1,"stele",-0.268602887240798
"402","ABRE_ABI1",1,"stele",-0.408069390352112
"403","ABRE_ABI1",1,"stele",-0.430121786143217
"404","ABRE_ABI1",1,"stele",-0.396149176410974
"405","ABRE_ABI1",1,"stele",-0.432505828931445
"406","ABRE_ABI1",1,"stele",-0.458730299601948
"407","ABRE_ABI1",1,"stele",-0.40449332616977
"408","ABRE_ABI1",1,"stele",-0.430717796840274
"409","ABRE_ABI1",1,"stele",-0.447406096357867
"410","ABRE_ABI1",1,"stele",-0.388401037349234
"411","ABRE_ABI1",1,"stele",-0.317475764399463
"412","ABRE_ABI1",1,"stele",-0.409857422443283
"413","ABRE_ABI1",1,"stele",-0.440253967993184
"414","ABRE_ABI1",1,"stele",-0.496278973516533
"415","ABRE_ABI1",1,"stele",-0.481974716787167
"416","ABRE_ABI1",1,"stele",-0.478994663301883
"417","ABRE_ABI1",1,"stele",-0.36992470574047
"418","ABRE_ABI1",1,"stele",-0.396149176410974
"419","ABRE_ABI1",1,"stele",-0.428929764749103
"420","ABRE_ABI1",1,"stele",-0.517735358610581
"421","ABRE_ABI1",1,"stele",-0.424161679172648
"422","ABRE_ABI1",1,"stele",-0.45455822472255
"423","ABRE_ABI1",1,"stele",-0.48912684515185
"424","ABRE_ABI1",1,"stele",-0.405685347563884
"425","ABRE_ABI1",1,"stele",-0.380056887590438
"426","ABRE_ABI1",1,"stele",-0.504027112578272
"427","ABRE_ABI1",1,"stele",-0.471246524240143
"428","ABRE_ABI1",1,"stele",-0.394361144319803
"429","ABRE_ABI1",1,"stele",-0.509987219548842
"430","ABRE_ABI1",1,"stele",-0.525483497672321
"431","ABRE_ABI1",1,"stele",-0.381248908984551
"432","ABRE_ABI1",1,"stele",-0.463498385178403
"433","ABRE_ABI1",1,"stele",-0.508199187457671
"434","ABRE_ABI1",1,"stele",-0.471246524240143
"435","ABRE_ABI1",1,"stele",-0.464690406572517
"436","ABRE_ABI1",1,"stele",-0.516543337216467
"437","ABRE_ABI1",1,"stele",-0.399129229896258
"438","ABRE_ABI1",1,"stele",-0.5409797757958
"439","ABRE_ABI1",1,"stele",-0.413433486625624
"440","ABRE_ABI1",1,"stele",-0.529059561854662
"441","ABRE_ABI1",1,"stele",-0.480782695393053
"442","ABRE_ABI1",1,"stele",-0.542767807886971
"443","ABRE_ABI1",1,"stele",-0.512967273034126
"444","ABRE_ABI1",1,"stele",-0.472438545634257
"445","ABRE_ABI1",1,"stele",-0.397937208502145
"446","ABRE_ABI1",1,"stele",-0.364560609466958
"447","ABRE_ABI1",1,"stele",-0.507007166063557
"448","ABRE_ABI1",1,"stele",-0.534423658128174
"449","ABRE_ABI1",1,"stele",-0.549323925554597
"450","ABRE_ABI1",1,"stele",-0.519523390701752
"451","ABRE_ABI1",1,"stele",-0.544555839978142
"452","ABRE_ABI1",1,"stele",-0.545151850675199
"453","ABRE_ABI1",1,"stele",-0.529059561854662
"454","ABRE_ABI1",1,"stele",-0.542171797189914
"455","ABRE_ABI1",1,"stele",-0.494490941425362
"456","ABRE_ABI1",1,"stele",-0.499259027001817
"457","ABRE_ABI1",1,"stele",-0.495086952122419
"458","ABRE_ABI1",1,"stele",-0.52369546558115
"459","ABRE_ABI1",1,"stele",-0.413433486625624
"460","ABRE_ABI1",1,"stele",-0.551111957645768
"461","ABRE_ABI1",1,"stele",-0.411645454534453
"462","ABRE_ABI1",1,"stele",-0.477802641907769
"463","ABRE_ABI1",1,"stele",-0.421777636384421
"464","ABRE_ABI1",1,"stele",-0.538595733007573
"465","ABRE_ABI1",1,"stele",-0.540383765098743
"466","ABRE_ABI1",1,"stele",-0.509391208851785
"467","ABRE_ABI1",1,"stele",-0.528463551157605
"468","ABRE_ABI1",1,"stele",-0.535019668825231
"469","ABRE_ABI1",1,"stele",-0.432505828931445
"470","ABRE_ABI1",1,"stele",-0.474226577725428
"471","ABRE_ABI1",1,"stele",-0.485550780969509
"472","ABRE_ABI1",1,"stele",-0.512371262337069
"473","ABRE_ABI1",1,"stele",-0.554688021828109
