"id","x","y","tissue","value"
164,604,-287,"stele",1
164,604,-295,"stele",1
164,602,-303,"stele",1
164,600,-311,"stele",1
164,597,-327,"stele",1
164,591,-327,"stele",1
164,591,-321,"stele",1
164,592,-310,"stele",1
119,576,-675,"stele",1
119,591,-676,"stele",1
119,594,-680,"stele",1
119,594,-693,"stele",1
119,588,-693,"stele",1
119,578,-693,"stele",1
119,575,-689,"stele",1
173,595,-584,"stele",1
173,597,-577,"stele",1
173,596,-564,"stele",1
173,609,-565,"stele",1
173,610,-571,"stele",1
173,611,-577,"stele",1
173,612,-591,"stele",1
173,609,-597,"stele",1
173,607,-610,"stele",1
173,598,-607,"stele",1
173,597,-603,"stele",1
173,596,-596,"stele",1
166,593,-618,"stele",1
166,598,-607,"stele",1
166,607,-610,"stele",1
166,610,-615,"stele",1
166,609,-621,"stele",1
166,608,-636,"stele",1
166,595,-636,"stele",1
166,593,-624,"stele",1
117,575,-630,"stele",1
117,579,-624,"stele",1
117,593,-624,"stele",1
117,595,-636,"stele",1
117,593,-639,"stele",1
117,578,-639,"stele",1
132,580,-584,"stele",1
132,595,-584,"stele",1
132,596,-590,"stele",1
132,597,-603,"stele",1
132,591,-603,"stele",1
132,579,-603,"stele",1
132,578,-596,"stele",1
167,593,-639,"stele",1
167,595,-636,"stele",1
167,608,-636,"stele",1
167,611,-649,"stele",1
167,604,-658,"stele",1
167,593,-656,"stele",1
167,593,-650,"stele",1
176,598,-775,"stele",1
176,600,-768,"stele",1
176,612,-765,"stele",1
176,614,-778,"stele",1
176,611,-790,"stele",1
176,600,-790,"stele",1
124,577,-606,"stele",1
124,579,-603,"stele",1
124,585,-603,"stele",1
124,597,-603,"stele",1
124,598,-607,"stele",1
124,595,-612,"stele",1
124,593,-624,"stele",1
124,579,-624,"stele",1
124,577,-618,"stele",1
172,598,-536,"stele",1
172,600,-521,"stele",1
172,611,-518,"stele",1
172,611,-524,"stele",1
172,611,-531,"stele",1
172,611,-538,"stele",1
172,612,-552,"stele",1
172,609,-565,"stele",1
172,596,-564,"stele",1
172,598,-557,"stele",1
172,596,-544,"stele",1
179,599,-457,"stele",1
179,604,-444,"stele",1
179,612,-444,"stele",1
179,612,-450,"stele",1
179,614,-457,"stele",1
179,614,-471,"stele",1
179,613,-483,"stele",1
179,602,-483,"stele",1
179,600,-479,"stele",1
179,601,-471,"stele",1
181,597,-752,"stele",1
181,599,-742,"stele",1
181,610,-739,"stele",1
181,611,-745,"stele",1
181,611,-751,"stele",1
181,612,-765,"stele",1
181,600,-768,"stele",1
181,597,-758,"stele",1
322,672,-815,"stele",1
322,677,-815,"stele",1
322,689,-815,"stele",1
322,690,-821,"stele",1
322,689,-828,"stele",1
322,689,-843,"stele",1
322,675,-844,"stele",1
322,673,-836,"stele",1
322,673,-829,"stele",1
323,670,-859,"stele",1
323,672,-847,"stele",1
323,675,-844,"stele",1
323,689,-843,"stele",1
323,689,-850,"stele",1
323,690,-866,"stele",1
323,686,-880,"stele",1
323,673,-879,"stele",1
323,670,-865,"stele",1
180,599,-495,"stele",1
180,602,-483,"stele",1
180,613,-483,"stele",1
180,613,-489,"stele",1
180,612,-502,"stele",1
180,611,-507,"stele",1
180,611,-518,"stele",1
180,600,-521,"stele",1
180,600,-514,"stele",1
180,599,-502,"stele",1
133,579,-715,"stele",1
133,580,-710,"stele",1
133,585,-710,"stele",1
133,596,-710,"stele",1
133,596,-725,"stele",1
133,582,-725,"stele",1
253,637,-513,"stele",1
253,637,-500,"stele",1
253,642,-499,"stele",1
253,653,-499,"stele",1
253,652,-506,"stele",1
253,652,-512,"stele",1
253,652,-520,"stele",1
253,653,-534,"stele",1
253,638,-534,"stele",1
253,637,-527,"stele",1
253,637,-520,"stele",1
183,600,-812,"stele",1
183,601,-804,"stele",1
183,600,-790,"stele",1
183,611,-790,"stele",1
183,623,-795,"stele",1
183,622,-801,"stele",1
183,622,-807,"stele",1
183,624,-819,"stele",1
183,620,-823,"stele",1
183,620,-834,"stele",1
183,614,-834,"stele",1
183,603,-836,"stele",1
183,601,-830,"stele",1
183,598,-819,"stele",1
153,586,-886,"stele",1
153,586,-876,"stele",1
153,591,-876,"stele",1
153,603,-877,"stele",1
153,602,-883,"stele",1
153,602,-889,"stele",1
153,602,-896,"stele",1
153,603,-909,"stele",1
153,591,-909,"stele",1
153,590,-903,"stele",1
153,587,-892,"stele",1
185,601,-423,"stele",1
185,601,-416,"stele",1
185,603,-404,"stele",1
185,607,-399,"stele",1
185,614,-399,"stele",1
185,627,-407,"stele",1
185,626,-413,"stele",1
185,625,-420,"stele",1
185,621,-425,"stele",1
185,618,-431,"stele",1
185,618,-445,"stele",1
185,612,-444,"stele",1
185,604,-444,"stele",1
185,604,-436,"stele",1
186,602,-889,"stele",1
186,603,-877,"stele",1
186,609,-877,"stele",1
186,623,-880,"stele",1
186,624,-883,"stele",1
186,624,-890,"stele",1
186,623,-897,"stele",1
186,625,-911,"stele",1
186,617,-910,"stele",1
186,603,-909,"stele",1
186,602,-902,"stele",1
186,602,-896,"stele",1
187,604,-922,"stele",1
187,603,-909,"stele",1
187,610,-909,"stele",1
187,625,-911,"stele",1
187,625,-918,"stele",1
187,625,-926,"stele",1
187,626,-941,"stele",1
187,619,-940,"stele",1
187,607,-943,"stele",1
187,605,-936,"stele",1
187,604,-929,"stele",1
188,605,-984,"stele",1
188,603,-977,"stele",1
188,613,-976,"stele",1
188,619,-986,"stele",1
188,623,-1000,"stele",1
188,616,-1010,"stele",1
188,613,-1005,"stele",1
188,609,-998,"stele",1
190,604,-658,"stele",1
190,611,-649,"stele",1
190,618,-649,"stele",1
190,620,-658,"stele",1
190,620,-669,"stele",1
190,618,-674,"stele",1
190,618,-687,"stele",1
190,609,-688,"stele",1
190,608,-680,"stele",1
190,607,-672,"stele",1
191,600,-311,"stele",1
191,602,-303,"stele",1
191,604,-295,"stele",1
191,605,-280,"stele",1
191,612,-280,"stele",1
191,619,-280,"stele",1
191,628,-290,"stele",1
191,627,-297,"stele",1
191,627,-304,"stele",1
191,627,-311,"stele",1
191,626,-318,"stele",1
191,626,-325,"stele",1
191,625,-332,"stele",1
191,624,-346,"stele",1
191,616,-345,"stele",1
191,601,-344,"stele",1
191,599,-339,"stele",1
191,597,-327,"stele",1
191,597,-319,"stele",1
184,600,-848,"stele",1
184,603,-836,"stele",1
184,608,-834,"stele",1
184,620,-834,"stele",1
184,622,-838,"stele",1
184,623,-849,"stele",1
184,623,-856,"stele",1
184,622,-864,"stele",1
184,623,-880,"stele",1
184,616,-879,"stele",1
184,603,-877,"stele",1
184,603,-869,"stele",1
184,602,-862,"stele",1
170,600,-962,"stele",1
170,595,-949,"stele",1
170,606,-948,"stele",1
170,611,-961,"stele",1
170,613,-976,"stele",1
170,603,-977,"stele",1
170,601,-969,"stele",1
266,645,-819,"stele",1
266,646,-808,"stele",1
266,658,-808,"stele",1
266,659,-814,"stele",1
266,657,-820,"stele",1
266,657,-827,"stele",1
266,657,-841,"stele",1
266,648,-841,"stele",1
266,645,-826,"stele",1
267,646,-965,"stele",1
267,646,-951,"stele",1
267,653,-947,"stele",1
267,656,-956,"stele",1
267,656,-963,"stele",1
267,656,-971,"stele",1
267,656,-986,"stele",1
267,647,-986,"stele",1
267,647,-978,"stele",1
267,646,-972,"stele",1
174,596,-710,"stele",1
174,598,-702,"stele",1
174,609,-702,"stele",1
174,609,-709,"stele",1
174,609,-716,"stele",1
174,610,-730,"stele",1
174,598,-730,"stele",1
174,596,-725,"stele",1
175,598,-730,"stele",1
175,610,-730,"stele",1
175,610,-739,"stele",1
175,599,-742,"stele",1
270,646,-740,"stele",1
270,647,-728,"stele",1
270,655,-728,"stele",1
270,657,-743,"stele",1
270,655,-754,"stele",1
270,647,-754,"stele",1
270,646,-747,"stele",1
271,647,-796,"stele",1
271,649,-792,"stele",1
271,657,-792,"stele",1
271,657,-797,"stele",1
271,658,-808,"stele",1
271,646,-808,"stele",1
178,604,-373,"stele",1
178,599,-362,"stele",1
178,600,-356,"stele",1
178,601,-344,"stele",1
178,608,-344,"stele",1
178,624,-346,"stele",1
178,624,-351,"stele",1
178,623,-363,"stele",1
178,624,-370,"stele",1
178,624,-377,"stele",1
178,625,-384,"stele",1
178,625,-392,"stele",1
178,627,-407,"stele",1
178,620,-403,"stele",1
178,614,-399,"stele",1
178,603,-404,"stele",1
178,604,-386,"stele",1
178,600,-391,"stele",1
178,606,-379,"stele",1
202,610,-730,"stele",1
202,620,-727,"stele",1
202,621,-737,"stele",1
202,610,-739,"stele",1
203,611,-751,"stele",1
203,610,-739,"stele",1
203,621,-737,"stele",1
203,623,-749,"stele",1
203,620,-754,"stele",1
203,620,-765,"stele",1
203,612,-765,"stele",1
203,612,-758,"stele",1
204,611,-518,"stele",1
204,611,-512,"stele",1
204,612,-502,"stele",1
204,623,-502,"stele",1
204,623,-509,"stele",1
204,623,-516,"stele",1
204,623,-523,"stele",1
204,623,-530,"stele",1
204,623,-544,"stele",1
204,621,-548,"stele",1
204,612,-552,"stele",1
204,612,-545,"stele",1
204,611,-538,"stele",1
204,611,-531,"stele",1
205,611,-961,"stele",1
205,616,-962,"stele",1
205,628,-965,"stele",1
205,630,-978,"stele",1
205,619,-986,"stele",1
205,613,-976,"stele",1
206,614,-457,"stele",1
206,612,-444,"stele",1
206,618,-445,"stele",1
206,623,-449,"stele",1
206,624,-456,"stele",1
206,625,-471,"stele",1
206,614,-471,"stele",1
206,615,-464,"stele",1
279,653,-492,"stele",1
279,654,-485,"stele",1
279,653,-479,"stele",1
279,652,-466,"stele",1
279,657,-463,"stele",1
279,668,-458,"stele",1
279,668,-465,"stele",1
279,668,-472,"stele",1
279,668,-479,"stele",1
279,668,-486,"stele",1
279,668,-493,"stele",1
279,667,-507,"stele",1
279,666,-513,"stele",1
279,665,-519,"stele",1
279,664,-526,"stele",1
279,663,-539,"stele",1
279,653,-534,"stele",1
279,652,-527,"stele",1
279,652,-520,"stele",1
279,652,-512,"stele",1
279,653,-499,"stele",1
280,652,-921,"stele",1
280,652,-908,"stele",1
280,657,-909,"stele",1
280,669,-909,"stele",1
280,669,-915,"stele",1
280,669,-922,"stele",1
280,671,-935,"stele",1
280,664,-934,"stele",1
280,652,-935,"stele",1
280,652,-928,"stele",1
210,613,-483,"stele",1
210,614,-471,"stele",1
210,625,-471,"stele",1
210,624,-478,"stele",1
210,623,-486,"stele",1
210,623,-502,"stele",1
210,612,-502,"stele",1
210,613,-495,"stele",1
211,614,-778,"stele",1
211,622,-777,"stele",1
211,623,-782,"stele",1
211,627,-793,"stele",1
211,623,-795,"stele",1
211,611,-790,"stele",1
281,652,-935,"stele",1
281,658,-934,"stele",1
281,671,-935,"stele",1
281,670,-941,"stele",1
281,669,-954,"stele",1
281,656,-956,"stele",1
281,653,-947,"stele",1
282,653,-554,"stele",1
282,653,-547,"stele",1
282,653,-534,"stele",1
282,663,-539,"stele",1
282,665,-544,"stele",1
282,666,-557,"stele",1
282,665,-562,"stele",1
282,664,-575,"stele",1
282,654,-575,"stele",1
282,654,-568,"stele",1
282,653,-561,"stele",1
213,616,-1010,"stele",1
213,623,-1000,"stele",1
213,632,-1001,"stele",1
213,632,-1007,"stele",1
213,635,-1020,"stele",1
213,635,-1029,"stele",1
213,628,-1029,"stele",1
213,623,-1022,"stele",1
139,582,-725,"stele",1
139,596,-725,"stele",1
139,598,-730,"stele",1
139,599,-742,"stele",1
139,584,-741,"stele",1
139,581,-736,"stele",1
140,582,-758,"stele",1
140,597,-758,"stele",1
140,600,-768,"stele",1
140,598,-775,"stele",1
140,583,-776,"stele",1
140,583,-769,"stele",1
215,620,-636,"stele",1
215,619,-629,"stele",1
215,632,-623,"stele",1
215,632,-630,"stele",1
215,632,-638,"stele",1
215,632,-645,"stele",1
215,633,-661,"stele",1
215,620,-658,"stele",1
215,618,-649,"stele",1
216,619,-986,"stele",1
216,630,-978,"stele",1
216,634,-981,"stele",1
216,633,-987,"stele",1
216,632,-1001,"stele",1
216,623,-1000,"stele",1
217,620,-658,"stele",1
217,633,-661,"stele",1
217,629,-672,"stele",1
217,620,-669,"stele",1
218,618,-680,"stele",1
218,620,-669,"stele",1
218,629,-672,"stele",1
218,632,-677,"stele",1
218,630,-682,"stele",1
218,631,-695,"stele",1
218,630,-705,"stele",1
218,620,-704,"stele",1
218,620,-698,"stele",1
218,618,-687,"stele",1
193,606,-948,"stele",1
193,607,-943,"stele",1
193,613,-941,"stele",1
193,626,-941,"stele",1
193,627,-946,"stele",1
193,628,-952,"stele",1
193,628,-965,"stele",1
193,622,-962,"stele",1
193,611,-961,"stele",1
194,608,-636,"stele",1
194,620,-636,"stele",1
194,618,-649,"stele",1
194,611,-649,"stele",1
147,584,-481,"stele",1
147,589,-479,"stele",1
147,600,-479,"stele",1
147,602,-483,"stele",1
147,601,-489,"stele",1
147,599,-502,"stele",1
147,593,-501,"stele",1
147,583,-501,"stele",1
147,583,-494,"stele",1
148,584,-741,"stele",1
148,599,-742,"stele",1
148,597,-747,"stele",1
148,597,-758,"stele",1
148,582,-758,"stele",1
148,582,-752,"stele",1
149,585,-368,"stele",1
149,588,-362,"stele",1
149,599,-362,"stele",1
149,601,-368,"stele",1
149,604,-373,"stele",1
149,606,-379,"stele",1
149,600,-391,"stele",1
149,587,-393,"stele",1
149,586,-386,"stele",1
149,585,-380,"stele",1
150,585,-829,"stele",1
150,585,-818,"stele",1
150,598,-819,"stele",1
150,600,-824,"stele",1
150,603,-836,"stele",1
150,600,-848,"stele",1
150,588,-848,"stele",1
150,585,-835,"stele",1
151,583,-469,"stele",1
151,586,-457,"stele",1
151,599,-457,"stele",1
151,600,-464,"stele",1
151,600,-479,"stele",1
151,594,-479,"stele",1
151,584,-481,"stele",1
151,583,-476,"stele",1
152,586,-856,"stele",1
152,588,-848,"stele",1
152,600,-848,"stele",1
152,601,-855,"stele",1
152,602,-862,"stele",1
152,603,-877,"stele",1
152,597,-877,"stele",1
152,586,-876,"stele",1
152,587,-869,"stele",1
226,623,-502,"stele",1
226,623,-494,"stele",1
226,623,-486,"stele",1
226,625,-471,"stele",1
226,639,-468,"stele",1
226,639,-474,"stele",1
226,639,-480,"stele",1
226,638,-487,"stele",1
226,637,-500,"stele",1
226,637,-506,"stele",1
226,637,-513,"stele",1
226,637,-520,"stele",1
226,638,-534,"stele",1
226,632,-536,"stele",1
226,623,-544,"stele",1
226,623,-536,"stele",1
226,623,-530,"stele",1
226,623,-523,"stele",1
226,623,-516,"stele",1
227,623,-582,"stele",1
227,637,-579,"stele",1
227,636,-586,"stele",1
227,633,-601,"stele",1
227,621,-601,"stele",1
227,619,-595,"stele",1
228,623,-795,"stele",1
228,627,-793,"stele",1
228,631,-796,"stele",1
228,631,-802,"stele",1
228,631,-808,"stele",1
228,630,-820,"stele",1
228,624,-819,"stele",1
228,622,-813,"stele",1
228,622,-807,"stele",1
375,689,-306,"stele",1
375,689,-299,"stele",1
375,695,-288,"stele",1
375,700,-288,"stele",1
375,711,-287,"stele",1
375,711,-293,"stele",1
375,712,-300,"stele",1
375,712,-307,"stele",1
375,712,-314,"stele",1
375,712,-321,"stele",1
375,713,-335,"stele",1
375,698,-334,"stele",1
375,694,-327,"stele",1
375,692,-320,"stele",1
375,691,-313,"stele",1
207,607,-603,"stele",1
207,612,-591,"stele",1
207,619,-595,"stele",1
207,621,-601,"stele",1
207,620,-607,"stele",1
207,619,-620,"stele",1
207,610,-615,"stele",1
207,607,-610,"stele",1
208,612,-765,"stele",1
208,620,-765,"stele",1
208,622,-777,"stele",1
208,614,-778,"stele",1
233,628,-958,"stele",1
233,628,-952,"stele",1
233,626,-941,"stele",1
233,635,-947,"stele",1
233,635,-953,"stele",1
233,635,-960,"stele",1
233,635,-967,"stele",1
233,634,-981,"stele",1
233,630,-978,"stele",1
233,628,-965,"stele",1
234,618,-431,"stele",1
234,621,-425,"stele",1
234,625,-420,"stele",1
234,627,-407,"stele",1
234,632,-407,"stele",1
234,643,-407,"stele",1
234,642,-413,"stele",1
234,641,-419,"stele",1
234,639,-432,"stele",1
234,638,-439,"stele",1
234,638,-446,"stele",1
234,638,-453,"stele",1
234,639,-468,"stele",1
234,625,-471,"stele",1
234,624,-463,"stele",1
234,624,-456,"stele",1
234,618,-445,"stele",1
234,618,-438,"stele",1
235,633,-661,"stele",1
235,647,-662,"stele",1
235,648,-668,"stele",1
235,646,-677,"stele",1
235,632,-677,"stele",1
235,629,-672,"stele",1
236,630,-705,"stele",1
236,631,-695,"stele",1
236,636,-695,"stele",1
236,647,-694,"stele",1
236,647,-701,"stele",1
236,646,-708,"stele",1
236,646,-722,"stele",1
236,640,-722,"stele",1
236,630,-718,"stele",1
237,630,-737,"stele",1
237,630,-731,"stele",1
237,630,-718,"stele",1
237,634,-720,"stele",1
237,646,-722,"stele",1
237,647,-728,"stele",1
237,646,-734,"stele",1
237,646,-740,"stele",1
237,647,-754,"stele",1
237,645,-761,"stele",1
237,634,-761,"stele",1
237,628,-751,"stele",1
237,629,-744,"stele",1
238,631,-808,"stele",1
238,631,-796,"stele",1
238,636,-796,"stele",1
238,647,-796,"stele",1
238,646,-808,"stele",1
238,645,-814,"stele",1
238,645,-826,"stele",1
238,634,-826,"stele",1
238,630,-820,"stele",1
238,630,-814,"stele",1
308,664,-526,"stele",1
308,665,-519,"stele",1
308,667,-507,"stele",1
308,672,-507,"stele",1
308,684,-507,"stele",1
308,684,-522,"stele",1
308,681,-528,"stele",1
308,682,-543,"stele",1
308,679,-556,"stele",1
308,666,-557,"stele",1
308,665,-550,"stele",1
308,663,-539,"stele",1
308,663,-532,"stele",1
309,667,-987,"stele",1
309,678,-990,"stele",1
309,675,-995,"stele",1
309,675,-1009,"stele",1
309,662,-1010,"stele",1
309,663,-1002,"stele",1
240,632,-638,"stele",1
240,632,-623,"stele",1
240,637,-623,"stele",1
240,648,-623,"stele",1
240,648,-629,"stele",1
240,648,-636,"stele",1
240,650,-650,"stele",1
240,647,-662,"stele",1
240,633,-661,"stele",1
240,632,-653,"stele",1
240,632,-645,"stele",1
241,632,-677,"stele",1
241,646,-677,"stele",1
241,646,-682,"stele",1
241,647,-694,"stele",1
241,641,-694,"stele",1
241,631,-695,"stele",1
241,630,-688,"stele",1
242,632,-850,"stele",1
242,632,-843,"stele",1
242,632,-837,"stele",1
242,634,-826,"stele",1
242,645,-826,"stele",1
242,648,-841,"stele",1
242,647,-848,"stele",1
242,647,-855,"stele",1
242,647,-863,"stele",1
242,646,-871,"stele",1
242,644,-885,"stele",1
242,634,-883,"stele",1
242,634,-876,"stele",1
242,634,-869,"stele",1
242,633,-863,"stele",1
243,632,-1001,"stele",1
243,637,-1002,"stele",1
243,648,-1005,"stele",1
243,649,-1011,"stele",1
243,651,-1020,"stele",1
243,645,-1020,"stele",1
243,635,-1020,"stele",1
243,632,-1013,"stele",1
244,633,-601,"stele",1
244,635,-594,"stele",1
244,637,-579,"stele",1
244,651,-580,"stele",1
244,651,-587,"stele",1
244,651,-595,"stele",1
244,651,-610,"stele",1
244,648,-623,"stele",1
244,642,-623,"stele",1
244,632,-623,"stele",1
244,632,-615,"stele",1
245,632,-897,"stele",1
245,634,-883,"stele",1
245,644,-885,"stele",1
245,644,-891,"stele",1
245,644,-898,"stele",1
245,645,-911,"stele",1
245,642,-919,"stele",1
245,635,-918,"stele",1
245,632,-912,"stele",1
245,632,-904,"stele",1
246,632,-994,"stele",1
246,634,-981,"stele",1
246,647,-986,"stele",1
246,648,-992,"stele",1
246,648,-1005,"stele",1
246,642,-1003,"stele",1
246,632,-1001,"stele",1
247,634,-932,"stele",1
247,635,-918,"stele",1
247,642,-919,"stele",1
247,643,-925,"stele",1
247,644,-938,"stele",1
247,646,-951,"stele",1
247,635,-947,"stele",1
247,634,-939,"stele",1
248,635,-960,"stele",1
248,635,-947,"stele",1
248,646,-951,"stele",1
248,646,-958,"stele",1
248,646,-965,"stele",1
248,646,-972,"stele",1
248,647,-986,"stele",1
248,634,-981,"stele",1
248,634,-974,"stele",1
248,635,-967,"stele",1
249,635,-1020,"stele",1
249,640,-1020,"stele",1
249,651,-1020,"stele",1
249,653,-1030,"stele",1
249,646,-1030,"stele",1
249,635,-1029,"stele",1
319,672,-379,"stele",1
319,672,-371,"stele",1
319,672,-356,"stele",1
319,672,-345,"stele",1
319,677,-346,"stele",1
319,688,-349,"stele",1
319,688,-356,"stele",1
319,688,-363,"stele",1
319,689,-369,"stele",1
319,689,-384,"stele",1
319,689,-390,"stele",1
319,689,-397,"stele",1
319,689,-403,"stele",1
319,689,-417,"stele",1
319,682,-416,"stele",1
319,672,-411,"stele",1
319,672,-403,"stele",1
319,672,-395,"stele",1
319,672,-387,"stele",1
320,669,-434,"stele",1
320,670,-426,"stele",1
320,672,-411,"stele",1
320,677,-414,"stele",1
320,689,-417,"stele",1
320,689,-431,"stele",1
320,688,-438,"stele",1
320,688,-446,"stele",1
320,685,-462,"stele",1
320,679,-459,"stele",1
320,668,-458,"stele",1
320,668,-450,"stele",1
320,668,-442,"stele",1
321,672,-588,"stele",1
321,679,-587,"stele",1
321,679,-592,"stele",1
321,683,-604,"stele",1
321,671,-600,"stele",1
276,649,-1011,"stele",1
276,662,-1010,"stele",1
276,662,-1016,"stele",1
276,662,-1028,"stele",1
276,653,-1030,"stele",1
276,651,-1020,"stele",1
254,637,-556,"stele",1
254,637,-548,"stele",1
254,638,-534,"stele",1
254,653,-534,"stele",1
254,653,-540,"stele",1
254,653,-547,"stele",1
254,653,-554,"stele",1
254,653,-561,"stele",1
254,654,-575,"stele",1
254,651,-580,"stele",1
254,637,-579,"stele",1
254,637,-571,"stele",1
254,637,-563,"stele",1
255,638,-446,"stele",1
255,639,-432,"stele",1
255,644,-432,"stele",1
255,655,-434,"stele",1
255,655,-440,"stele",1
255,654,-446,"stele",1
255,653,-453,"stele",1
255,652,-466,"stele",1
255,639,-468,"stele",1
255,638,-460,"stele",1
255,638,-453,"stele",1
256,639,-480,"stele",1
256,639,-468,"stele",1
256,652,-466,"stele",1
256,652,-472,"stele",1
256,653,-479,"stele",1
256,654,-485,"stele",1
256,653,-499,"stele",1
256,647,-499,"stele",1
256,637,-500,"stele",1
256,637,-493,"stele",1
256,638,-487,"stele",1
327,674,-314,"stele",1
327,674,-306,"stele",1
327,675,-291,"stele",1
327,679,-285,"stele",1
327,689,-292,"stele",1
327,689,-299,"stele",1
327,695,-288,"stele",1
327,689,-306,"stele",1
327,691,-313,"stele",1
327,692,-320,"stele",1
327,698,-334,"stele",1
327,696,-340,"stele",1
327,688,-349,"stele",1
327,682,-347,"stele",1
327,672,-345,"stele",1
327,673,-337,"stele",1
327,673,-329,"stele",1
327,673,-321,"stele",1
328,675,-736,"stele",1
328,680,-736,"stele",1
328,693,-737,"stele",1
328,693,-743,"stele",1
328,693,-757,"stele",1
328,678,-756,"stele",1
328,677,-749,"stele",1
329,675,-770,"stele",1
329,680,-772,"stele",1
329,693,-773,"stele",1
329,691,-787,"stele",1
329,677,-787,"stele",1
329,676,-781,"stele",1
258,640,-363,"stele",1
258,640,-357,"stele",1
258,640,-345,"stele",1
258,645,-345,"stele",1
258,657,-344,"stele",1
258,657,-356,"stele",1
258,656,-363,"stele",1
258,656,-370,"stele",1
258,656,-377,"stele",1
258,656,-385,"stele",1
258,656,-392,"stele",1
258,656,-407,"stele",1
258,643,-407,"stele",1
258,642,-399,"stele",1
258,641,-392,"stele",1
258,640,-385,"stele",1
258,640,-377,"stele",1
259,642,-919,"stele",1
259,645,-911,"stele",1
259,652,-908,"stele",1
259,652,-914,"stele",1
259,652,-921,"stele",1
259,652,-935,"stele",1
259,644,-938,"stele",1
259,643,-931,"stele",1
260,641,-419,"stele",1
260,643,-407,"stele",1
260,656,-407,"stele",1
260,655,-413,"stele",1
260,656,-420,"stele",1
260,655,-434,"stele",1
260,649,-433,"stele",1
260,639,-432,"stele",1
260,640,-425,"stele",1
261,642,-315,"stele",1
261,643,-307,"stele",1
261,644,-292,"stele",1
261,649,-290,"stele",1
261,660,-292,"stele",1
261,660,-299,"stele",1
261,660,-306,"stele",1
261,659,-314,"stele",1
261,659,-321,"stele",1
261,658,-329,"stele",1
261,657,-344,"stele",1
261,651,-344,"stele",1
261,640,-345,"stele",1
261,641,-338,"stele",1
261,641,-330,"stele",1
261,642,-322,"stele",1
263,644,-938,"stele",1
263,652,-935,"stele",1
263,653,-947,"stele",1
263,646,-951,"stele",1
264,645,-761,"stele",1
264,647,-754,"stele",1
264,655,-754,"stele",1
264,662,-765,"stele",1
264,658,-771,"stele",1
264,657,-778,"stele",1
264,657,-792,"stele",1
264,649,-792,"stele",1
264,647,-784,"stele",1
264,646,-776,"stele",1
265,646,-677,"stele",1
265,648,-668,"stele",1
265,656,-668,"stele",1
265,658,-680,"stele",1
265,655,-692,"stele",1
265,647,-694,"stele",1
265,647,-688,"stele",1
338,679,-684,"stele",1
338,694,-684,"stele",1
338,694,-690,"stele",1
338,694,-702,"stele",1
338,687,-701,"stele",1
338,674,-703,"stele",1
338,674,-696,"stele",1
339,679,-720,"stele",1
339,692,-720,"stele",1
339,696,-732,"stele",1
339,693,-737,"stele",1
339,686,-737,"stele",1
339,675,-736,"stele",1
339,675,-730,"stele",1
196,609,-565,"stele",1
196,612,-552,"stele",1
196,621,-548,"stele",1
196,621,-554,"stele",1
196,621,-561,"stele",1
196,621,-568,"stele",1
196,623,-582,"stele",1
196,619,-595,"stele",1
196,612,-591,"stele",1
196,611,-584,"stele",1
196,611,-577,"stele",1
197,609,-688,"stele",1
197,618,-687,"stele",1
197,619,-692,"stele",1
197,620,-704,"stele",1
197,609,-702,"stele",1
198,609,-702,"stele",1
198,620,-704,"stele",1
198,620,-711,"stele",1
198,620,-727,"stele",1
198,610,-730,"stele",1
198,609,-723,"stele",1
198,609,-716,"stele",1
344,681,-565,"stele",1
344,688,-565,"stele",1
344,700,-571,"stele",1
344,703,-579,"stele",1
344,699,-587,"stele",1
344,692,-587,"stele",1
344,679,-587,"stele",1
344,679,-579,"stele",1
272,647,-986,"stele",1
272,656,-986,"stele",1
272,667,-987,"stele",1
272,664,-994,"stele",1
272,662,-1010,"stele",1
272,649,-1011,"stele",1
272,648,-1005,"stele",1
272,648,-998,"stele",1
273,648,-623,"stele",1
273,651,-610,"stele",1
273,661,-611,"stele",1
273,662,-625,"stele",1
273,661,-630,"stele",1
273,661,-642,"stele",1
273,656,-650,"stele",1
273,650,-650,"stele",1
273,648,-643,"stele",1
273,648,-636,"stele",1
201,610,-615,"stele",1
201,619,-620,"stele",1
201,619,-629,"stele",1
201,620,-636,"stele",1
201,608,-636,"stele",1
201,608,-628,"stele",1
274,647,-863,"stele",1
274,647,-855,"stele",1
274,648,-841,"stele",1
274,657,-841,"stele",1
274,658,-847,"stele",1
274,658,-852,"stele",1
274,659,-864,"stele",1
274,657,-870,"stele",1
274,656,-876,"stele",1
274,654,-889,"stele",1
274,644,-885,"stele",1
274,645,-878,"stele",1
274,646,-871,"stele",1
348,683,-604,"stele",1
348,688,-606,"stele",1
348,699,-608,"stele",1
348,699,-613,"stele",1
348,698,-625,"stele",1
348,691,-623,"stele",1
348,679,-623,"stele",1
348,679,-616,"stele",1
214,619,-613,"stele",1
214,621,-601,"stele",1
214,633,-601,"stele",1
214,632,-608,"stele",1
214,632,-623,"stele",1
214,619,-629,"stele",1
214,619,-620,"stele",1
284,655,-882,"stele",1
284,656,-876,"stele",1
284,659,-864,"stele",1
284,670,-865,"stele",1
284,673,-879,"stele",1
284,669,-885,"stele",1
284,669,-893,"stele",1
284,669,-909,"stele",1
284,663,-909,"stele",1
284,652,-908,"stele",1
284,652,-901,"stele",1
284,654,-889,"stele",1
324,669,-893,"stele",1
324,673,-879,"stele",1
324,686,-880,"stele",1
